customer_id,recency,frequency,monetary,age,tenure,web_visits,store_visits,complaints,returns_pct,loyalty_score,segment_truth
1247,14,8,256.36,56,0.9,17,8,0,0.166,81,Active
1248,21,11,1139.71,47,9.9,23,11,0,0.248,93,Regular
1249,10,17,724.72,38,5.3,30,7,0,0.077,54,Regular
1250,0,7,294.62,27,5.7,22,8,0,0.102,29,Active
1251,13,13,291.33,38,7,25,9,1,0.1,5,Active
1252,14,19,392.27,35,2,35,10,0,0.168,94,Active
1253,16,11,132.21,45,7.4,23,6,1,0.208,54,Occasional
1254,47,14,737.06,38,3.3,23,3,0,0.174,97,Regular
1255,54,11,284.52,37,9.2,31,5,0,0.057,21,Occasional
1256,8,10,800.05,22,8.1,31,6,1,0.113,92,Active
1257,30,14,653.95,35,5.9,37,13,0,0.037,68,Regular
1258,32,10,106.5,46,5.1,31,9,0,0.01,39,Occasional
1259,6,13,298.91,34,3.6,21,4,0,0.172,39,Active
1260,156,8,584.39,66,2.3,30,7,0,0.288,16,Dormant
1261,24,7,901.07,55,7.9,26,7,0,0.27,8,Occasional
1262,1,12,352.62,28,0.7,20,5,1,0.265,5,Active
1263,18,10,326.55,18,5.2,25,11,0,0.113,4,Occasional
1264,93,9,989.86,36,2.5,31,12,0,0.09,44,Dormant
1265,13,8,770.64,34,4.5,19,10,0,0.003,93,Active
1266,13,10,1274.47,27,8.6,30,10,0,0.011,41,Active
1267,3,9,511.61,27,3.4,26,9,0,0.219,9,Active
1268,13,17,991.37,18,1,24,7,1,0.034,32,Regular
1269,27,11,71.31,75,0.4,30,6,1,0.002,33,Occasional
1270,53,18,411.99,43,2.9,16,6,0,0.198,20,Occasional
1271,4,17,1206.46,41,3.1,32,8,0,0.021,88,VIP
1272,19,12,1339.3,42,7.7,24,8,0,0.087,14,Regular
1273,9,6,1036.66,25,1.6,27,11,2,0.228,42,Active
1274,21,10,519.07,28,5.4,27,5,0,0.103,54,Occasional
1275,12,15,944.91,47,9.7,18,10,0,0.089,81,Regular
1276,79,12,122.48,57,4.9,27,6,0,0.03,94,Dormant
1277,73,15,853.65,48,5.6,26,10,0,0.19,79,Regular
1278,59,15,1328.9,20,3.8,26,6,0,0.178,71,Regular
1279,8,5,227.46,30,3.7,17,9,0,0.077,5,Occasional
1280,19,11,471.4,29,1.3,23,8,0,0.245,79,Occasional
1281,23,16,306.36,54,1.8,13,12,0,0.094,65,Occasional
1282,25,6,652.92,72,1.9,22,6,0,0.189,3,Occasional
1283,4,10,1103.26,43,4,31,12,1,0.262,22,Active
1284,43,7,417.3,34,3.5,24,9,0,0.131,55,Occasional
1285,32,6,436.2,71,3.7,29,6,1,0.279,32,Occasional
1286,7,11,419.98,57,3.9,35,14,1,0.148,71,Active
1287,53,14,568.29,21,6.9,29,6,1,0.142,89,Regular
1288,161,4,183.34,56,8.4,25,9,0,0.153,84,Dormant
1289,72,15,150.42,18,3.8,27,10,0,0.164,69,Dormant
1290,57,10,765.37,63,6,26,6,4,0.149,73,Occasional
1291,20,12,769.18,25,1.5,28,7,0,0.016,73,Regular
1292,39,12,381.85,62,2.9,27,13,1,0.169,98,Occasional
1293,77,18,507.55,48,0.6,25,8,1,0.04,10,Regular
1294,11,4,696.87,46,5.5,24,10,0,0.1,34,Occasional
1295,25,7,2290.24,60,6.9,21,8,0,0.265,17,Occasional
1296,17,21,2439.05,49,5.6,28,4,0,0.188,51,VIP
1297,46,11,1297.55,41,9.4,22,3,1,0.26,63,Regular
1298,54,8,257.29,18,0.6,11,11,0,0.1,37,Occasional
1299,9,15,1307.15,58,5.6,27,10,1,0.172,19,Regular
1300,39,8,916.31,50,3.7,22,6,2,0.217,5,Occasional
1301,8,18,4099.02,43,8.2,18,11,1,0.221,96,VIP
1302,72,11,309.94,57,1.6,26,7,1,0.25,39,Dormant
1303,28,13,317.45,46,0.8,23,7,0,0.021,45,Occasional
1304,24,12,1345.28,69,3.2,27,4,1,0.07,50,Regular
1305,26,8,273.65,61,8.6,23,8,0,0.208,80,Occasional
1306,11,11,174.88,41,1.6,33,11,0,0.211,37,Active
1307,21,12,972.66,57,5.7,35,10,1,0.226,8,Regular
1308,30,15,822.26,27,6.4,30,8,0,0.183,47,Regular
1309,10,7,251.85,66,9.6,28,7,0,0.23,48,Active
1310,33,13,988.35,52,9.3,22,10,1,0.131,82,Regular
1311,25,14,269.98,57,0.6,31,14,0,0.008,41,Occasional
1312,22,12,735.02,47,8.7,26,9,1,0.02,52,Regular
1313,2,7,280.72,49,2.5,21,6,0,0.23,20,Active
1314,4,9,68.65,47,7,28,7,0,0.122,80,Active
1315,54,20,461.47,65,9.5,27,5,1,0.205,3,Occasional
1316,82,13,205.71,61,6.5,26,7,1,0.256,92,Dormant
1317,10,11,228.56,54,0,30,6,2,0.187,77,Active
1318,71,12,608.83,18,0.1,33,7,0,0.174,73,Regular
1319,4,19,472.03,33,7.9,11,11,1,0.203,38,Active
1320,23,6,316.78,42,1.8,25,7,0,0.254,16,Occasional
1321,10,14,125.49,63,8.8,28,11,0,0.068,96,Active
1322,56,13,802.54,52,9.9,27,4,1,0.291,28,Regular
1323,5,13,629.28,18,4,25,10,2,0.109,98,Regular
1324,2,9,373.66,61,4.4,28,8,1,0.079,52,Active
1325,65,17,1033.51,41,1.8,19,7,0,0.188,54,VIP
1326,3,13,512.02,21,1.8,25,6,0,0.088,96,Regular
1327,52,6,344.16,55,6.9,23,8,0,0.137,43,Occasional
1328,27,9,1006.18,37,7.8,26,4,1,0.067,37,Occasional
1329,90,8,1021.23,61,0.8,21,11,0,0.128,52,Dormant
1330,39,12,750.56,55,1.6,26,7,1,0.219,99,Regular
1331,7,19,416.5,50,5.2,28,10,0,0.233,14,Active
1332,42,15,602.24,41,5.5,30,4,0,0.115,12,Regular
1333,13,10,352.34,63,5.2,21,10,0,0.155,72,Active
1334,2,4,682.25,50,1.3,26,11,0,0.068,28,Occasional
1335,56,16,361.55,37,6.5,18,14,0,0.016,15,Occasional
1336,10,12,255.74,33,5.5,29,10,0,0.07,17,Active
1337,30,11,116.61,18,4.1,24,11,0,0.171,47,Occasional
1338,10,11,948.41,49,9.3,26,5,0,0.069,70,Regular
1339,4,8,528.64,43,6.6,24,6,1,0.048,13,Active
1340,11,6,408.79,19,2.2,21,7,0,0.001,92,Active
1341,1,12,517.32,43,3.6,34,10,0,0.237,17,Regular
1342,18,13,183.49,62,9.2,22,10,0,0.072,49,Occasional
1343,50,12,1548.68,35,2.7,27,9,1,0.109,92,Regular
1344,116,6,816.71,18,6.5,25,5,0,0.076,2,Dormant
1345,9,10,744.85,69,0.5,28,9,0,0.275,51,Active
1346,4,10,970.05,61,1.5,22,7,0,0.023,74,Active
1347,6,16,2723.19,72,0.9,30,5,1,0.208,35,VIP
1348,6,5,495.11,72,7.1,33,7,0,0.099,77,Occasional
1349,13,13,259.28,34,7,31,9,0,0.157,86,Active
1350,15,13,1080.53,78,4.9,22,6,1,0.102,32,Regular
1351,70,11,618.3,34,6.8,33,10,0,0.294,0,Regular
1352,14,11,1149.56,47,3.3,17,6,1,0.077,32,Regular
1353,14,13,864.09,28,7.3,31,7,0,0.038,21,Regular
1354,6,7,1863.35,34,7.4,31,4,2,0.181,86,Active
1355,4,11,317.26,56,6,28,8,0,0.286,76,Active
1356,85,15,140.13,61,3.9,28,12,0,0.276,6,Dormant
1357,26,13,225.24,49,9.2,26,10,2,0.254,67,Occasional
1358,55,15,184.23,59,8,17,8,1,0.257,69,Occasional
1359,20,12,249.02,38,1.9,33,7,2,0.113,96,Occasional
1360,4,8,312.64,64,0.1,26,12,1,0.082,47,Active
1361,41,7,271,43,2.5,21,10,2,0.099,88,Occasional
1362,21,10,396,38,3.6,33,7,0,0.254,9,Occasional
1363,9,9,256.94,77,7,17,9,0,0.232,56,Active
1364,11,8,382.35,36,0.9,22,9,1,0.013,54,Active
1365,15,16,565.55,30,7.2,26,11,0,0.212,39,Regular
1366,20,11,354.74,63,2.1,16,8,0,0.169,83,Occasional
1367,4,12,937.22,61,1,23,4,0,0.293,95,Regular
1368,20,12,688.17,79,9.3,25,6,0,0.223,36,Regular
1369,6,15,2274.53,26,3.9,23,2,2,0.037,54,Regular
1370,59,4,1166.24,49,10,25,13,1,0.166,60,Occasional
1371,67,6,958.92,58,8.6,29,3,0,0.112,62,Dormant
1372,40,17,498.92,20,2.5,26,8,0,0.038,39,Occasional
1373,145,9,687.11,54,7.6,28,6,0,0.074,99,Dormant
1374,3,17,298.24,39,6.2,30,10,0,0.178,43,Active
1375,19,14,491.44,64,3.3,28,4,0,0.284,70,Occasional
1376,1,15,408.88,65,7,18,6,0,0.193,54,Active
1377,16,13,313.74,70,6.1,24,7,1,0.159,68,Occasional
1378,8,11,597.81,18,3.9,29,12,1,0.294,13,Regular
1379,5,10,767.72,36,6.9,20,5,0,0.184,84,Active
1380,108,14,434.3,29,0.5,26,6,0,0.059,36,Dormant
1381,28,9,1125.99,40,3.6,26,6,1,0.295,59,Occasional
1382,25,12,2053.55,40,5.9,18,8,1,0.295,43,Regular
1383,26,7,397.33,40,1.8,17,8,1,0.019,39,Occasional
1384,15,14,589.49,43,7.5,36,9,0,0.107,36,Regular
1385,41,11,750.62,35,6.2,40,6,0,0.119,69,Regular
1386,11,12,273.16,34,8.5,24,11,0,0.206,49,Active
1387,4,17,419.59,34,8.1,31,9,0,0.121,94,Active
1388,4,11,544.81,38,3.5,29,4,0,0.088,60,Regular
1389,10,12,156.8,28,9.5,30,9,1,0.005,37,Active
1390,37,12,638.1,25,9.7,29,4,0,0.297,47,Regular
1391,1,17,823.58,37,3.9,31,8,1,0.117,39,Regular
1392,19,10,1320.55,68,2.5,25,2,0,0.175,34,Occasional
1393,10,9,384.35,55,6.8,34,5,0,0.125,47,Active
1394,49,10,560.34,25,9.1,28,5,0,0.072,32,Occasional
1395,3,13,600.75,50,7.6,36,6,0,0.211,69,Regular
1396,17,10,1602.66,48,1.4,27,8,0,0.02,78,Occasional
1397,13,13,131.13,39,9.9,24,13,2,0.123,15,Active
1398,21,14,2193.62,23,4.4,22,10,0,0.195,3,Regular
1399,38,10,698.93,37,9.6,29,7,0,0.04,28,Occasional
1400,57,20,240.03,43,1.6,24,6,1,0.246,23,Occasional
1401,23,15,321.47,19,5.2,11,7,1,0.23,98,Occasional
1402,60,15,53.68,70,5.5,24,9,1,0.263,94,Occasional
1403,54,7,296.08,38,7.8,26,10,1,0.217,26,Occasional
1404,1,9,367.19,47,0.9,28,9,0,0.01,1,Active
1405,28,10,349.21,72,2.1,19,11,1,0.207,84,Occasional
1406,26,12,503.56,41,6.7,17,13,1,0.034,17,Regular
1407,36,17,1258.99,38,4,36,6,0,0.242,74,VIP
1408,21,16,681.87,30,0.5,22,11,0,0.201,1,Regular
1409,19,11,822.21,53,4.5,18,7,0,0.145,63,Regular
1410,16,10,3258.48,61,2.3,19,7,0,0.093,50,Occasional
1411,16,12,812.82,38,0.2,37,6,0,0.254,26,Regular
1412,17,17,953.59,24,7.7,26,9,0,0.084,50,Regular
1413,9,4,315.98,44,4.6,23,3,1,0.293,32,Occasional
1414,5,15,1064.84,68,6.4,22,8,0,0.196,75,Regular
1415,18,25,679.72,40,1.3,19,11,0,0.128,5,Regular
1416,2,7,644.66,35,3.3,27,9,0,0.085,84,Active
1417,16,10,236.46,31,1.8,22,12,0,0.008,5,Occasional
1418,75,7,1319.43,44,1.4,21,9,0,0.218,18,Dormant
1419,14,10,201.15,18,4.5,28,8,0,0.206,61,Active
1420,44,7,102.81,40,2.4,26,12,0,0.267,98,Occasional
1421,11,15,457.77,18,0.5,18,9,0,0.297,18,Active
1422,8,13,298.08,46,7.7,22,4,1,0.02,72,Active
1423,6,15,1377.89,77,6.6,29,5,1,0.178,24,Regular
1424,17,16,210.76,30,7.6,22,8,1,0.116,79,Occasional
1425,19,12,423.85,46,0.5,24,13,0,0.024,1,Occasional
1426,3,13,1055.03,51,3.9,26,4,0,0.227,47,Regular
1427,155,8,844.95,30,8.9,27,7,0,0.113,95,Dormant
1428,11,15,567.17,26,1,22,7,0,0.169,34,Regular
1429,20,9,180.42,48,0.9,27,6,0,0.033,62,Occasional
1430,25,10,757.72,47,1.3,30,9,0,0.247,8,Occasional
1431,28,12,216.38,18,0.8,25,9,1,0.264,64,Occasional
1432,43,20,798.12,48,4.4,19,2,0,0.066,61,Regular
1433,6,16,416.51,65,1.7,30,5,1,0.069,69,Active
1434,19,8,264.7,48,6,22,13,0,0.082,90,Occasional
1435,16,12,853.22,31,0.6,20,9,0,0.201,44,Regular
1436,8,17,465.87,43,7.1,18,9,0,0.265,72,Active
1437,80,15,250.5,42,0.4,26,6,0,0.233,86,Dormant
1438,25,8,894.02,56,7.2,22,7,0,0.271,55,Occasional
1439,0,9,215.13,68,5.7,21,6,0,0.23,43,Active
1440,25,14,289.7,29,9,27,9,1,0.27,10,Occasional
1441,9,15,980.24,19,7.4,21,9,1,0.252,44,Regular
1442,11,12,1630.91,52,7.7,23,12,1,0.177,34,Regular
1443,10,18,517.73,43,1.5,23,11,0,0.121,62,Regular
1444,7,15,292.62,47,0.8,29,9,0,0.152,12,Active
1445,38,12,759.33,24,7.1,27,11,1,0.09,23,Regular
1446,27,9,226.53,56,4.3,26,3,0,0.218,17,Occasional
1447,0,15,159.83,45,0.1,23,9,3,0.031,21,Active
1448,72,19,781.57,50,1.7,28,14,0,0.161,22,Regular
1449,62,8,660.91,56,2.8,26,11,1,0.067,0,Dormant
1450,10,9,282.91,53,2.1,23,9,0,0.11,80,Active
1451,30,13,1070.98,36,3,21,5,0,0.082,83,Regular
1452,98,16,1242.82,30,0.5,27,9,1,0.273,31,VIP
1453,9,12,331.22,44,2.5,27,10,0,0.255,12,Active
1454,12,8,569.39,63,6,22,10,0,0.256,2,Active
1455,14,4,550.81,62,3.9,19,8,0,0.204,48,Occasional
1456,3,7,958.39,65,2.1,22,9,2,0.078,23,Active
1457,64,14,140.93,49,4.6,22,8,0,0.287,88,Dormant
1458,4,4,2714.61,35,7.6,25,7,0,0.042,99,Occasional
1459,0,13,1406.16,18,0.5,24,8,0,0.133,78,Regular
1460,29,13,901.64,35,6.4,30,9,0,0.094,80,Regular
1461,5,15,895.92,35,9.9,28,2,1,0.134,99,Regular
1462,17,9,539,69,1.5,29,8,0,0.21,94,Occasional
1463,8,8,461.16,47,8.5,24,8,1,0.284,98,Active
1464,3,13,549.33,35,7.8,22,10,0,0.081,100,Regular
1465,4,12,611.02,63,2.3,24,15,0,0.138,94,Regular
1466,50,12,3260.04,20,2.5,31,4,0,0.004,32,Regular
1467,28,7,789.67,43,9.7,26,10,0,0.118,59,Occasional
1468,17,13,546.21,74,6.4,23,5,0,0.175,75,Regular
1469,16,3,167.77,52,0.4,17,10,0,0.008,50,Occasional
1470,20,11,472.43,71,5.6,16,3,0,0.125,12,Occasional
1471,75,6,415.24,76,8,26,4,0,0.191,4,Dormant
1472,29,10,707.08,31,0.8,20,6,0,0.171,7,Occasional
1473,25,4,212.16,60,2.3,32,7,2,0.054,73,Occasional
1474,77,12,351.11,57,2.9,27,4,2,0.277,88,Dormant
1475,20,14,741.61,52,6.2,18,7,0,0.071,69,Regular
1476,112,6,852.47,34,2.4,20,4,0,0.142,87,Dormant
1477,38,14,81.14,42,1.4,33,6,0,0.161,2,Occasional
1478,23,13,702.06,52,2.5,20,8,0,0.125,18,Regular
1479,1,14,816.45,32,4.2,26,8,2,0.171,46,Regular
1480,16,13,591.67,43,8.7,25,9,0,0.196,99,Regular
1481,90,9,463.26,55,5.2,24,6,2,0.139,70,Dormant
1482,40,9,318.02,79,0.5,27,7,0,0.053,38,Occasional
1483,7,13,196.93,39,2.1,27,6,1,0.175,73,Active
1484,8,10,1388.99,41,6.2,31,13,2,0.064,83,Active
1485,73,6,805.49,54,3.4,19,8,0,0.194,65,Dormant
1486,1,10,1010.5,41,7.3,26,12,0,0.144,65,Active
1487,32,16,1160.99,41,0.4,32,7,1,0.21,21,VIP
1488,39,7,822.42,71,0.1,26,2,2,0.219,16,Occasional
1489,6,11,174.47,65,1.8,28,5,0,0.048,99,Active
1490,11,16,549.91,46,7.8,31,10,0,0.011,96,Regular
1491,61,11,931.72,47,6.2,28,5,1,0.167,81,Regular
1492,1,17,415.69,28,6.9,29,4,0,0.24,43,Active
1493,7,7,1223.19,41,2.1,25,15,1,0.253,52,Active
1494,4,7,313.93,52,1.7,32,10,0,0.178,63,Active
1495,48,15,572.49,18,3.7,24,12,0,0.225,69,Regular
1496,22,6,1012.47,74,4.1,23,3,0,0.265,29,Occasional
1497,40,16,2169.86,56,7.5,20,5,1,0.071,6,VIP
1498,3,8,117.51,46,6.4,32,12,1,0.277,40,Active
1499,29,9,490.29,69,8.1,24,10,1,0.126,12,Occasional
1500,0,14,454.93,38,4.2,23,6,2,0.071,81,Active
1501,48,7,919.97,55,6.8,20,7,0,0.011,12,Occasional
1502,26,10,2010.1,57,8.4,28,6,1,0.069,53,Occasional
1503,64,14,278.55,42,0.4,19,11,0,0.099,82,Dormant
1504,122,10,278.95,45,4.1,30,8,0,0.144,98,Dormant
1505,12,9,531.38,56,4.7,20,4,0,0.019,64,Active
1506,1,13,284.61,24,7.2,30,12,1,0.156,34,Active
1507,53,11,751.44,35,9,44,5,1,0.099,30,Regular
1508,2,9,217.03,37,5.3,25,8,1,0.173,81,Active
1509,17,16,1172.6,64,1.6,24,11,1,0.195,16,VIP
1510,16,14,1038.87,37,3.1,35,5,1,0.025,30,Regular
1511,1,6,340.42,63,7.1,19,7,1,0.065,49,Active
1512,27,7,315.14,18,8.8,20,9,1,0.116,58,Occasional
1513,61,10,471.32,64,2.1,19,12,1,0.252,99,Dormant
1514,34,16,1487.81,40,8,30,8,1,0.143,68,VIP
1515,8,6,248.4,44,3.5,19,5,0,0.079,70,Active
1516,13,7,394.68,45,7.9,27,7,1,0.283,57,Active
1517,61,14,140.52,48,9.4,31,8,0,0.205,44,Dormant
1518,37,13,446.53,62,8.8,28,4,0,0.283,8,Occasional
1519,27,17,365.92,68,2.3,21,7,1,0.135,66,Occasional
1520,43,8,469.49,30,8.3,23,6,0,0.284,99,Occasional
1521,24,17,341.56,23,2.6,18,5,0,0.064,5,Occasional
1522,40,11,386.88,45,8.3,31,8,0,0.157,66,Occasional
1523,72,9,975.12,58,6.9,30,13,0,0.123,55,Dormant
1524,4,16,138.56,33,2.2,29,6,3,0.115,44,Active
1525,8,8,180.82,45,0.6,25,9,1,0.257,92,Active
1526,34,10,444.75,69,2.3,23,12,1,0.272,28,Occasional
1527,9,4,227.26,35,5.3,20,6,2,0.253,36,Occasional
1528,15,9,564.99,55,1.2,19,7,1,0.176,25,Occasional
1529,15,12,938.96,37,6.5,21,3,0,0.209,71,Regular
1530,22,11,204.22,37,4.8,30,7,0,0.252,18,Occasional
1531,32,11,370.56,31,8.6,20,7,0,0.152,62,Occasional
1532,4,13,1126.47,29,2,28,6,1,0.117,9,Regular
1533,89,12,377.29,57,3.7,30,10,1,0.13,46,Dormant
1534,15,12,168.26,18,3.9,22,6,0,0.225,97,Occasional
1535,2,18,108.63,30,6.9,23,7,0,0.032,6,Active
1536,21,8,690.07,39,2.7,21,5,0,0.206,22,Occasional
1537,126,9,179.1,28,6.6,24,7,0,0.188,54,Dormant
1538,9,9,241.42,29,5.9,27,6,0,0.209,64,Active
1539,29,10,370.86,47,6.5,30,9,0,0.004,65,Occasional
1540,30,11,603.01,74,6.9,17,10,0,0.099,100,Regular
1541,31,17,670.86,18,3.7,24,12,0,0.143,50,Regular
1542,16,13,628.82,50,2.4,14,12,0,0.085,70,Regular
1543,9,21,845.66,44,6.9,23,11,1,0.149,10,Regular
1544,42,10,837.89,51,5.1,27,6,0,0.08,46,Occasional
1545,101,10,165.62,51,2.2,27,7,1,0.127,59,Dormant
1546,89,10,347.33,19,9.1,32,4,0,0.171,65,Dormant
1547,7,12,3354.37,27,6.5,31,13,1,0.114,25,Regular
1548,49,11,158.69,42,0.2,27,4,0,0.192,27,Occasional
1549,114,8,1059.03,18,6.1,35,7,1,0.054,5,Dormant
1550,23,7,422.13,47,8.4,27,7,0,0.082,49,Occasional
1551,32,15,471.43,34,3.5,28,14,1,0.118,39,Occasional
1552,65,12,131.93,51,1.9,24,11,0,0.237,16,Dormant
1553,73,8,518.79,35,0.3,21,5,1,0.047,93,Dormant
1554,16,13,328.48,44,7.6,23,5,0,0.061,9,Occasional
1555,6,13,652.71,53,8,10,9,0,0.295,77,Regular
1556,17,15,1910.6,29,2.6,20,7,1,0.136,17,Regular
1557,40,18,1736.47,65,9.7,26,6,2,0.041,93,VIP
1558,36,16,530.27,54,3.2,24,9,0,0.261,87,Regular
1559,1,13,615.02,59,4.6,15,6,1,0.044,52,Regular
1560,43,13,881.08,55,8.8,27,8,2,0.179,86,Regular
1561,16,8,102.36,76,5.5,42,4,0,0.201,50,Occasional
1562,19,12,402.3,44,2.7,36,8,0,0.013,1,Occasional
1563,36,10,229.04,37,4.7,21,9,1,0.289,47,Occasional
1564,95,10,165.49,35,3.3,20,11,1,0.188,60,Dormant
1565,23,11,402.1,30,9.3,23,11,1,0.047,14,Occasional
1566,18,15,468.73,42,7.6,29,11,0,0.273,67,Occasional
1567,43,14,985.87,41,7.8,30,6,0,0.215,51,Regular
1568,3,17,210.47,48,6,34,6,0,0.182,25,Active
1569,20,11,855.74,52,4.8,26,10,0,0.248,54,Regular
1570,1,6,463.75,72,0.6,19,6,0,0.184,93,Active
1571,20,18,315.37,47,5,27,10,0,0.13,4,Occasional
1572,43,12,671.65,18,0.9,22,9,0,0.147,73,Regular
1573,37,9,150.47,34,5.8,26,6,1,0.048,21,Occasional
1574,13,8,928.18,63,7.1,15,6,0,0.093,42,Active
1575,87,9,327.77,38,1.1,31,8,0,0.035,80,Dormant
1576,44,18,518.89,32,4.2,18,11,0,0.181,25,Regular
1577,35,13,1000.65,58,2.9,23,9,0,0.046,45,Regular
1578,6,10,1634,49,6.1,27,9,1,0.1,20,Active
1579,16,10,386.92,66,0.4,23,8,1,0.158,18,Occasional
1580,2,12,632.41,58,7.9,19,4,0,0.181,97,Regular
1581,24,14,1142.66,24,2.3,32,10,2,0.052,18,Regular
1582,11,13,684.41,55,3.1,22,7,0,0.084,80,Regular
1583,16,12,436.78,72,4.6,23,13,1,0.007,52,Occasional
1584,12,14,693.29,80,1.9,15,10,0,0.226,8,Regular
1585,86,15,802.39,59,9.3,22,10,0,0.108,89,Regular
1586,18,18,2072.49,78,6.7,21,7,0,0.055,82,VIP
1587,0,6,564.75,44,10,29,6,1,0.142,100,Active
1588,22,11,662,36,0.8,27,4,1,0.087,80,Regular
1589,18,11,221.14,43,7.9,26,4,0,0.101,6,Occasional
1590,28,7,254.81,30,8.9,16,8,0,0.114,87,Occasional
1591,31,12,541.38,28,4.8,28,14,0,0.131,87,Regular
1592,7,13,528.66,28,1.9,31,5,0,0.195,26,Regular
1593,34,8,700.27,51,8.9,23,7,0,0.239,50,Occasional
1594,16,8,403.37,35,5.2,20,6,0,0.285,66,Occasional
1595,17,11,650.07,42,0,30,6,0,0.065,27,Regular
1596,28,12,2063.42,44,5.6,27,7,0,0.131,12,Regular
1597,22,13,1582.69,57,2.6,31,8,0,0.093,83,Regular
1598,11,15,235.6,22,6.6,30,7,0,0.01,81,Active
1599,13,9,485.33,60,3.1,29,8,2,0.066,60,Active
1600,13,15,122.75,42,1.7,30,7,0,0.041,45,Active
1601,23,14,566.81,64,3.7,19,4,0,0.232,93,Regular
1602,27,14,758.81,18,1.9,34,3,0,0.238,47,Regular
1603,29,12,1507.17,56,8.3,26,9,0,0.116,23,Regular
1604,64,14,176.18,55,3.2,19,12,0,0.231,95,Dormant
1605,82,10,935.59,59,2.7,27,10,1,0.093,91,Dormant
1606,19,11,2338.38,66,2,23,18,0,0.168,68,Regular
1607,46,10,965.56,43,6.1,25,7,0,0.042,38,Occasional
1608,60,12,348.38,71,2.8,27,3,1,0.216,44,Occasional
1609,10,15,143.05,37,8.9,40,9,0,0.082,34,Active
1610,21,8,318.43,74,0.3,23,9,1,0.134,23,Occasional
1611,20,17,699.76,40,9.3,19,10,1,0.035,9,Regular
1612,55,11,246.03,40,4.5,18,7,2,0.216,59,Occasional
1613,9,12,1178.42,41,8.2,28,8,0,0.252,33,Regular
1614,28,16,58.51,51,2.4,31,10,0,0.124,76,Occasional
1615,11,12,1169.02,46,1.6,34,15,2,0.243,47,Regular
1616,107,11,616.32,42,2.7,20,9,1,0.186,49,Regular
1617,0,10,75.24,45,8.2,24,9,1,0.143,57,Active
1618,4,11,800.4,52,2,31,11,0,0.074,45,Regular
1619,96,13,366.49,51,2.2,30,8,1,0.072,39,Dormant
1620,48,10,1055.54,31,8.4,24,5,1,0.255,87,Occasional
1621,1,15,532.34,73,8,27,12,0,0.091,21,Regular
1622,18,7,2027.22,29,0.1,19,7,0,0.08,77,Occasional
1623,40,17,541.83,41,7.4,21,8,2,0.101,59,Regular
1624,29,15,358.71,52,5,26,5,0,0.039,99,Occasional
1625,31,10,358.26,61,3.5,23,7,0,0.149,43,Occasional
1626,8,15,803.16,72,2.4,27,8,1,0.218,51,Regular
1627,34,10,437.14,64,2.6,27,4,1,0.183,83,Occasional
1628,31,14,1986.63,67,2.5,25,8,0,0.043,11,Regular
1629,93,16,273.54,48,1.5,25,10,0,0.225,38,Dormant
1630,10,12,1333.82,18,9.7,21,9,0,0,10,Regular
1631,43,14,548.2,55,7.3,20,5,1,0.277,51,Regular
1632,25,8,813.2,29,9.5,23,9,0,0.119,69,Occasional
1633,18,10,912.09,56,9.9,29,11,1,0.259,55,Occasional
1634,20,7,809.58,63,1.1,25,6,0,0.055,78,Occasional
1635,5,9,4275.04,55,7.4,26,6,0,0.079,62,Active
1636,50,16,129.81,80,1.5,27,8,0,0.267,35,Occasional
1637,26,10,312.18,38,2.6,32,9,0,0.138,11,Occasional
1638,44,14,109.24,46,5.9,20,5,0,0.037,31,Occasional
1639,7,11,446.27,23,5.7,25,7,0,0.065,9,Active
1640,89,15,790.87,47,5.6,28,7,1,0.114,59,Regular
1641,8,15,550.9,39,2.9,25,8,0,0.101,53,Regular
1642,7,10,122.6,62,2.8,23,5,0,0.057,36,Active
1643,23,15,1185.08,43,8.9,26,12,0,0.021,79,Regular
1644,13,12,241.24,31,4.7,24,8,0,0.163,96,Active
1645,23,12,987.15,47,4.2,16,6,1,0.048,51,Regular
1646,7,11,311.12,19,8.9,32,8,0,0.023,13,Active
1647,52,9,337.63,48,0.5,38,7,1,0.14,6,Occasional
1648,28,13,296.32,60,8.3,29,6,0,0.144,86,Occasional
1649,17,14,540.24,26,6.1,33,8,0,0.215,23,Regular
1650,63,11,500.37,47,3.5,22,5,3,0.13,50,Regular
1651,19,12,281.17,59,4,33,8,1,0.113,15,Occasional
1652,20,12,315.03,35,0.7,17,8,0,0.27,39,Occasional
1653,90,10,705.57,59,8.3,25,5,0,0.284,97,Dormant
1654,19,4,644.95,18,9.3,28,9,1,0.207,63,Occasional
1655,26,16,178.54,43,5.3,32,9,0,0.045,94,Occasional
1656,46,14,297.65,54,5,22,6,3,0.171,46,Occasional
1657,22,13,103.43,18,5.4,24,13,2,0.135,71,Occasional
1658,2,11,473.55,20,1,26,6,0,0.156,10,Active
1659,83,12,458.67,59,2.9,26,14,1,0.084,25,Dormant
1660,3,7,1559.16,37,5.6,30,12,0,0.015,48,Active
1661,1,12,367.69,73,5.7,24,12,0,0.243,44,Active
1662,7,15,359.46,58,1.5,23,15,2,0.127,67,Active
1663,32,12,1317.71,18,5.5,29,9,0,0.045,30,Regular
1664,26,9,2328.74,26,5.8,29,5,0,0.229,1,Occasional
1665,26,18,351.44,52,1.9,18,8,0,0.151,39,Occasional
1666,38,17,403.43,46,7.6,27,10,0,0.284,84,Occasional
